id,multiplier,recorded_at
6493,16.01,2026-05-22 14:18:08.192053+00
6494,1.25,2026-05-22 14:18:24.826564+00
6495,3.15,2026-05-22 14:18:58.260567+00
6496,3.15,2026-05-22 14:19:14.905935+00
6497,2.41,2026-05-22 14:19:56.504043+00
6498,9.2,2026-05-22 14:19:56.504043+00
6499,27.01,2026-05-22 14:20:46.099987+00
6500,3.06,2026-05-22 14:21:11.100953+00
6501,31.78,2026-05-22 14:22:08.839793+00
6502,4.13,2026-05-22 14:22:42.009463+00
6503,1.15,2026-05-22 14:22:58.783975+00
6504,1.18,2026-05-22 14:23:15.559978+00
6505,2.32,2026-05-22 14:23:32.065339+00
6506,2.24,2026-05-22 14:23:57.187473+00
6507,1.22,2026-05-22 14:24:14.083711+00
6508,8.68,2026-05-22 14:24:55.713009+00
6509,1.44,2026-05-22 14:25:12.518608+00
6510,3.5,2026-05-22 14:25:37.294939+00
6511,1.93,2026-05-22 14:26:02.162153+00
6512,2.37,2026-05-22 14:26:27.394612+00
6513,1.11,2026-05-22 14:26:44.158175+00
6514,3.28,2026-05-22 14:27:09.190747+00
6515,1.43,2026-05-22 14:27:25.858993+00
6516,1.28,2026-05-22 14:27:42.522406+00
6517,3.32,2026-05-22 14:28:07.40184+00
6518,1.47,2026-05-22 14:28:23.826194+00
6519,2.68,2026-05-22 14:28:57.018732+00
6520,4.18,2026-05-22 14:29:21.862014+00
6521,42.64,2026-05-22 14:30:28.340634+00
6522,1.32,2026-05-22 14:30:45.094698+00
6523,1.11,2026-05-22 14:30:53.319448+00
6524,1.62,2026-05-22 14:31:18.45072+00
6525,2.93,2026-05-22 14:31:43.462812+00
6526,9.39,2026-05-22 14:32:16.677468+00
6527,2.32,2026-05-22 14:32:41.689678+00
6528,3.73,2026-05-22 14:33:06.498446+00
6529,24.39,2026-05-22 14:34:04.59286+00
6530,1.83,2026-05-22 14:34:21.184076+00
6531,1.19,2026-05-22 14:34:38.07256+00
6532,1.45,2026-05-22 14:34:54.830936+00
6533,1.21,2026-05-22 14:35:11.537447+00
6534,4.92,2026-05-22 14:35:44.809395+00
6535,1.36,2026-05-22 14:36:01.53725+00
6536,4.7,2026-05-22 14:36:34.765996+00
6537,1.8,2026-05-22 14:36:51.337318+00
6538,2.51,2026-05-22 14:37:16.121697+00
6539,1.34,2026-05-22 14:37:32.79191+00
6540,4.23,2026-05-22 14:38:06.242214+00
6541,10.58,2026-05-22 14:38:47.607056+00
6542,2.14,2026-05-22 14:39:12.71928+00
6543,5.69,2026-05-22 14:39:46.166954+00
6544,1.55,2026-05-22 14:40:02.695709+00
6545,1.44,2026-05-22 14:40:19.605791+00
6546,1.85,2026-05-22 14:40:44.584031+00
6547,1.33,2026-05-22 14:41:01.387653+00
6548,1.16,2026-05-22 14:41:18.128483+00
6549,1.3,2026-05-22 14:41:35.025007+00
6550,1.51,2026-05-22 14:41:51.798478+00
6551,2.41,2026-05-22 14:42:33.242356+00
6552,1.94,2026-05-22 14:42:33.242356+00
6553,1.11,2026-05-22 14:42:49.734088+00
6554,1.21,2026-05-22 14:43:06.488333+00
6555,1.21,2026-05-22 14:43:23.067955+00
6556,1.1,2026-05-22 14:43:31.296965+00
6557,4.26,2026-05-22 14:44:04.827151+00
6558,1.94,2026-05-22 14:44:30.009542+00
6559,1.5,2026-05-22 14:44:46.65666+00
6560,1.12,2026-05-22 14:45:03.432429+00
6561,2.86,2026-05-22 14:45:28.37431+00
6562,1.03,2026-05-22 14:45:36.550204+00
6563,1.63,2026-05-22 14:46:01.585074+00
6564,49.18,2026-05-22 14:46:59.731392+00
6565,1.51,2026-05-22 14:47:16.370245+00
6566,1.43,2026-05-22 14:47:32.976044+00
6567,1.22,2026-05-22 14:47:49.52903+00
6568,1.17,2026-05-22 14:48:06.044937+00
6569,1.1,2026-05-22 14:48:22.623169+00
6570,4.2,2026-05-22 14:48:47.50261+00
6571,2.14,2026-05-22 14:49:12.420453+00
6572,9.78,2026-05-22 14:49:53.646712+00
6573,10.18,2026-05-22 14:50:35.19908+00
6574,1.1,2026-05-22 14:50:51.885911+00
6575,1.17,2026-05-22 14:51:08.63355+00
6576,3.16,2026-05-22 14:51:33.377978+00
6577,1.03,2026-05-22 14:51:50.090176+00
6578,6.65,2026-05-22 14:52:23.032893+00
6579,1.26,2026-05-22 14:52:39.729946+00
6580,1.85,2026-05-22 14:53:04.899256+00
6581,1.1,2026-05-22 14:53:13.306742+00
6582,14.47,2026-05-22 14:54:02.937982+00
6583,8.17,2026-05-22 14:54:44.807227+00
6584,1.5,2026-05-22 14:55:01.736522+00
6585,1.21,2026-05-22 14:55:18.456072+00
6586,1.08,2026-05-22 14:55:26.706533+00
6587,1.16,2026-05-22 14:55:43.411543+00
6588,1.19,2026-05-22 14:56:00.094892+00
6589,1.24,2026-05-22 14:56:16.845082+00
6590,9.05,2026-05-22 14:56:50.319864+00
6591,1.71,2026-05-22 14:57:06.73364+00
6592,15,2026-05-22 14:57:56.451012+00
6593,10.74,2026-05-22 14:58:38.201467+00
6594,1.14,2026-05-22 14:58:54.927709+00
6595,1.79,2026-05-22 14:59:11.518498+00
6596,1.6,2026-05-22 14:59:36.619424+00
6597,2.52,2026-05-22 15:00:01.59421+00
6598,2.38,2026-05-22 15:00:18.481805+00
6599,1.11,2026-05-22 15:00:35.12849+00
6600,1.03,2026-05-22 15:00:52.018885+00
6601,12.1,2026-05-22 15:01:33.452614+00
6602,7.67,2026-05-22 15:02:14.948663+00
6603,1.53,2026-05-22 15:02:31.677133+00
6604,1.77,2026-05-22 15:02:48.565484+00
6605,1.9,2026-05-22 15:03:13.520232+00
6606,11.54,2026-05-22 15:03:54.673486+00
6607,4.7,2026-05-22 15:04:27.965876+00
6608,1.27,2026-05-22 15:04:44.564081+00
6609,1.38,2026-05-22 15:05:01.413106+00
6610,1.08,2026-05-22 15:05:18.187515+00
6611,2.85,2026-05-22 15:05:43.320976+00
6612,1.12,2026-05-22 15:06:00.112525+00
6613,1.34,2026-05-22 15:06:16.831809+00
6614,151.71,2026-05-22 15:07:30.83773+00
6615,2.98,2026-05-22 15:07:56.29789+00
6616,6.09,2026-05-22 15:08:29.606416+00
6617,4.41,2026-05-22 15:09:02.890736+00
6618,1.9,2026-05-22 15:09:28.023572+00
6619,4.84,2026-05-22 15:10:01.285658+00
6620,1.42,2026-05-22 15:10:18.000153+00
6621,1.09,2026-05-22 15:10:26.289965+00
6622,1.48,2026-05-22 15:10:51.347081+00
6623,1.17,2026-05-22 15:10:59.482739+00
6624,1.52,2026-05-22 15:11:16.152765+00
6625,12.1,2026-05-22 15:12:05.795603+00
6626,2.12,2026-05-22 15:12:30.874994+00
6627,1.22,2026-05-22 15:12:39.249986+00
6628,1.42,2026-05-22 15:13:04.280148+00
6629,1.2,2026-05-22 15:13:12.44633+00
6630,1.1,2026-05-22 15:13:29.184111+00
6631,1.16,2026-05-22 15:13:46.401462+00
6632,1.29,2026-05-22 15:14:02.932092+00
6633,1.71,2026-05-22 15:14:19.885148+00
6634,3.27,2026-05-22 15:14:44.64139+00
6635,1.54,2026-05-22 15:15:09.657181+00
6636,1.21,2026-05-22 15:15:17.987705+00
6637,1.02,2026-05-22 15:15:34.603792+00
6638,18.2,2026-05-22 15:16:24.068185+00
6639,1.1,2026-05-22 15:16:40.854239+00
6640,7.99,2026-05-22 15:17:22.272355+00
6641,1.07,2026-05-22 15:17:30.593076+00
6642,2.12,2026-05-22 15:17:55.763135+00
6643,1.51,2026-05-22 15:18:12.336434+00
6644,17.41,2026-05-22 15:19:01.799331+00
6645,2.17,2026-05-22 15:19:26.848065+00
6646,1.73,2026-05-22 15:19:43.505239+00
6647,1.61,2026-05-22 15:20:08.454184+00
6648,6.38,2026-05-22 15:20:41.440704+00
6649,9.2,2026-05-22 15:21:14.446884+00
6650,1.99,2026-05-22 15:21:39.578508+00
6651,1.23,2026-05-22 15:21:56.306398+00
6652,1.02,2026-05-22 15:22:04.598079+00
6653,1.2,2026-05-22 15:22:21.269458+00
6654,1.86,2026-05-22 15:22:46.410195+00
6655,2.68,2026-05-22 15:23:11.405882+00
6656,1.9,2026-05-22 15:23:28.140594+00
6657,1.07,2026-05-22 15:23:44.849238+00
6658,1.1,2026-05-22 15:24:01.800224+00
6659,1.44,2026-05-22 15:24:18.686737+00
6660,2.1,2026-05-22 15:25:16.758802+00
6661,1.16,2026-05-22 15:25:25.13074+00
6662,1.04,2026-05-22 15:25:41.565936+00
6663,172.11,2026-05-22 15:27:03.506507+00
6664,4.08,2026-05-22 15:27:28.457643+00
6665,12.96,2026-05-22 15:28:51.393441+00
6666,1.07,2026-05-22 15:29:08.206259+00
6667,2.7,2026-05-22 15:29:33.320476+00
6668,1.59,2026-05-22 15:29:49.99525+00
6669,1.1,2026-05-22 15:30:06.770998+00
6670,1.53,2026-05-22 15:30:23.351998+00
6671,1.02,2026-05-22 15:30:31.662499+00
6672,1.87,2026-05-22 15:30:56.655421+00
6673,2.47,2026-05-22 15:31:46.905396+00
6674,2.62,2026-05-22 15:31:46.905396+00
6675,1.88,2026-05-22 15:32:03.540762+00
6676,9.34,2026-05-22 15:32:53.497984+00
6677,1.38,2026-05-22 15:32:53.497984+00
6678,6.19,2026-05-22 15:33:35.091325+00
6679,1.38,2026-05-22 15:33:51.773198+00
6680,4.41,2026-05-22 15:34:25.378054+00
6681,1.08,2026-05-22 15:34:33.524998+00
6682,1.41,2026-05-22 15:34:50.285638+00
6683,2.43,2026-05-22 15:35:15.130562+00
6684,4.51,2026-05-22 15:35:48.751587+00
6685,10.77,2026-05-22 15:36:29.972204+00
6686,19.75,2026-05-22 15:37:19.425731+00
6687,1.25,2026-05-22 15:37:36.064981+00
6688,1.49,2026-05-22 15:38:00.993635+00
6689,1.03,2026-05-22 15:38:09.360394+00
6690,25.61,2026-05-22 15:39:07.580394+00
6691,1.19,2026-05-22 15:39:16.032822+00
6692,3.75,2026-05-22 15:39:49.814587+00
6693,1.57,2026-05-22 15:40:06.417619+00
6694,1.51,2026-05-22 15:40:23.130352+00
6695,1.94,2026-05-22 15:40:48.134107+00
6696,5.63,2026-05-22 15:41:21.494485+00
6697,1.58,2026-05-22 15:41:38.091436+00
6698,6.32,2026-05-22 15:42:19.815732+00
6699,11.99,2026-05-22 15:43:01.346485+00
6700,10.36,2026-05-22 15:43:42.859944+00
6701,2.02,2026-05-22 15:44:07.794743+00
6702,1.63,2026-05-22 15:44:24.46807+00
6703,4.78,2026-05-22 15:44:57.979211+00
6704,4.51,2026-05-22 15:45:31.643746+00
6705,3.66,2026-05-22 15:45:56.578865+00
6706,1.79,2026-05-22 15:46:21.542732+00
6707,8.31,2026-05-22 15:47:03.10774+00
6708,1.1,2026-05-22 15:47:11.448009+00
6709,1.12,2026-05-22 15:47:28.097222+00
6710,2.19,2026-05-22 15:47:52.958879+00
6711,1.1,2026-05-22 15:48:01.368398+00
6712,2.05,2026-05-22 15:48:26.304985+00
6713,10.4,2026-05-22 15:49:07.407129+00
6714,3.25,2026-05-22 15:49:40.788225+00
6715,2.39,2026-05-22 15:50:05.746498+00
6716,1.82,2026-05-22 15:50:22.388219+00
6717,1.01,2026-05-22 15:50:39.170208+00
6718,1.74,2026-05-22 15:50:55.963677+00
6719,3.16,2026-05-22 15:51:20.850395+00
6720,1.07,2026-05-22 15:51:37.632467+00
6721,12.05,2026-05-22 15:52:18.896562+00
6722,3.82,2026-05-22 15:52:52.158172+00
6723,1.21,2026-05-22 15:53:08.762026+00
6724,2.12,2026-05-22 15:53:33.866954+00
6725,1.08,2026-05-22 15:53:42.195295+00
6726,2.68,2026-05-22 15:54:07.150482+00
6727,15.68,2026-05-22 15:54:56.551646+00
6728,2.29,2026-05-22 15:55:21.550963+00
6729,3.91,2026-05-22 15:55:54.894971+00
6730,1.89,2026-05-22 15:56:11.581918+00
6731,73.44,2026-05-22 15:57:17.535058+00
6732,1.52,2026-05-22 15:57:42.517398+00
6733,3.23,2026-05-22 15:58:07.478363+00
6734,1.21,2026-05-22 15:58:24.172447+00
6735,1.03,2026-05-22 15:58:32.422777+00
6736,9.1,2026-05-22 15:59:05.652201+00
6737,1.53,2026-05-22 15:59:30.666947+00
6738,3.52,2026-05-22 15:59:55.619904+00
6739,1.69,2026-05-22 16:00:12.245931+00
6740,1.23,2026-05-22 16:00:28.917068+00
6741,1.66,2026-05-22 16:00:53.80503+00
6742,1.05,2026-05-22 16:01:02.413584+00
6743,1.23,2026-05-22 16:01:19.422995+00
6744,1.24,2026-05-22 16:01:36.11775+00
6745,2.95,2026-05-22 16:02:00.73396+00
6746,7.63,2026-05-22 16:02:42.231382+00
6747,1.93,2026-05-22 16:02:59.039676+00
6748,1.06,2026-05-22 16:03:15.542421+00
6749,4.83,2026-05-22 16:03:49.035899+00
6750,1.21,2026-05-22 16:04:05.733499+00
6751,3.05,2026-05-22 16:04:30.75225+00
6752,1.21,2026-05-22 16:04:47.506231+00
6753,17.11,2026-05-22 16:05:37.025792+00
6754,6.42,2026-05-22 16:06:10.096003+00
6755,23.01,2026-05-22 16:07:08.21456+00
6756,3.02,2026-05-22 16:07:33.189488+00
6757,1.51,2026-05-22 16:07:49.858803+00
6758,4.29,2026-05-22 16:08:23.125629+00
6759,2.81,2026-05-22 16:08:48.127524+00
6760,1.39,2026-05-22 16:09:04.888702+00
6761,1.85,2026-05-22 16:09:21.527786+00
6762,2.03,2026-05-22 16:09:46.632686+00
6763,1.04,2026-05-22 16:10:03.428697+00
6764,14.31,2026-05-22 16:10:44.556035+00
6765,2.89,2026-05-22 16:11:09.583457+00
6766,4.44,2026-05-22 16:11:42.748699+00
6767,1.14,2026-05-22 16:11:59.690729+00
6768,3,2026-05-22 16:12:24.485452+00
6769,3.53,2026-05-22 16:12:57.791133+00
6770,1.41,2026-05-22 16:13:14.631331+00
6771,2.02,2026-05-22 16:13:31.192737+00
6772,3.27,2026-05-22 16:14:04.544782+00
6773,1.93,2026-05-22 16:14:21.117361+00
6774,3.21,2026-05-22 16:14:54.586678+00
6775,1.15,2026-05-22 16:15:02.896088+00
6776,10.38,2026-05-22 16:15:52.593075+00
6777,16.65,2026-05-22 16:16:33.967388+00
6778,1.47,2026-05-22 16:16:59.450116+00
6779,1.46,2026-05-22 16:17:16.224562+00
6780,1.12,2026-05-22 16:17:24.660001+00
6781,3.04,2026-05-22 16:17:57.918697+00
6782,6.08,2026-05-22 16:18:31.027462+00
6783,1.25,2026-05-22 16:18:47.71973+00
6784,1.43,2026-05-22 16:19:04.323265+00
6785,1.18,2026-05-22 16:19:21.099809+00
6786,1.48,2026-05-22 16:19:37.941996+00
6787,1.04,2026-05-22 16:19:46.233009+00
6788,4.25,2026-05-22 16:20:19.462071+00
6789,1.4,2026-05-22 16:20:36.004727+00
6790,1.11,2026-05-22 16:20:52.721989+00
6791,1.14,2026-05-22 16:21:09.394506+00
6792,6.93,2026-05-22 16:21:42.338223+00
6793,2.19,2026-05-22 16:22:07.461477+00
6794,6.62,2026-05-22 16:22:40.692811+00
6795,19.84,2026-05-22 16:23:38.615425+00
6796,2.58,2026-05-22 16:24:03.489979+00
6797,1.96,2026-05-22 16:24:20.260524+00
6798,1.11,2026-05-22 16:24:36.874007+00
6799,2.16,2026-05-22 16:25:01.977239+00
6800,1.16,2026-05-22 16:25:10.232049+00
6801,2.18,2026-05-22 16:25:35.461511+00
6802,14.94,2026-05-22 16:26:24.821798+00
6803,1.27,2026-05-22 16:26:41.503147+00
6804,1.06,2026-05-22 16:26:49.750459+00
6805,4.73,2026-05-22 16:27:22.874839+00
6806,13.21,2026-05-22 16:28:12.607484+00
6807,1.78,2026-05-22 16:28:29.269971+00
6808,1.89,2026-05-22 16:28:54.314417+00
6809,6.16,2026-05-22 16:29:27.550135+00
6810,1.59,2026-05-22 16:29:44.235054+00
6811,7.18,2026-05-22 16:30:25.756402+00
6812,4.38,2026-05-22 16:30:58.951466+00
6813,40.63,2026-05-22 16:31:56.831679+00
6814,73.39,2026-05-22 16:33:03.223885+00
6815,2.42,2026-05-22 16:33:45.049343+00
6816,1.08,2026-05-22 16:33:45.049343+00
6817,1.11,2026-05-22 16:33:53.199121+00
6818,1.72,2026-05-22 16:34:18.404579+00
6819,1.03,2026-05-22 16:34:26.633339+00
6820,10.1,2026-05-22 16:35:07.851985+00
6821,4.55,2026-05-22 16:35:41.171308+00
6822,3.45,2026-05-22 16:36:14.726266+00
6823,2.23,2026-05-22 16:36:31.517186+00
6824,8.96,2026-05-22 16:37:12.890018+00
6825,1.14,2026-05-22 16:37:29.529949+00
6826,1.2,2026-05-22 16:37:46.255+00
6827,1.01,2026-05-22 16:37:54.767028+00
6828,1.42,2026-05-22 16:38:19.645208+00
6829,1.12,2026-05-22 16:38:28.039995+00
6830,1.81,2026-05-22 16:38:52.85144+00
6831,7.59,2026-05-22 16:39:25.959627+00
6832,81.77,2026-05-22 16:40:39.874168+00
6833,2.18,2026-05-22 16:41:04.795413+00
6834,1.24,2026-05-22 16:41:13.073044+00
6835,2.07,2026-05-22 16:41:37.996726+00
6836,17.9,2026-05-22 16:42:27.503025+00
6837,1.07,2026-05-22 16:42:44.129196+00
6838,7.89,2026-05-22 16:43:17.408064+00
6839,5.66,2026-05-22 16:43:59.053634+00
6840,1.02,2026-05-22 16:44:07.276657+00
6841,1.13,2026-05-22 16:44:23.901575+00
6842,1.32,2026-05-22 16:44:40.653499+00
6843,1.58,2026-05-22 16:44:57.376051+00
6844,7.03,2026-05-22 16:45:38.853929+00
6845,3.49,2026-05-22 16:46:03.556671+00
6846,1.1,2026-05-22 16:46:20.260128+00
6847,40.19,2026-05-22 16:47:18.221006+00
6848,3.19,2026-05-22 16:47:42.992026+00
6849,1.85,2026-05-22 16:48:08.051365+00
6850,2.46,2026-05-22 16:48:33.077749+00
6851,1.67,2026-05-22 16:48:49.603038+00
6852,3.14,2026-05-22 16:49:14.345918+00
6853,4.83,2026-05-22 16:49:47.595393+00
6854,2.49,2026-05-22 16:50:12.631948+00
6855,25.35,2026-05-22 16:51:10.501469+00
6856,9.12,2026-05-22 16:51:43.853309+00
6857,2.06,2026-05-22 16:52:08.944926+00
6858,8.12,2026-05-22 16:52:41.955789+00
6859,1.81,2026-05-22 16:53:06.871566+00
6860,1.06,2026-05-22 16:53:15.307288+00
6861,3.09,2026-05-22 16:53:48.623476+00
6862,1.47,2026-05-22 16:54:05.404927+00
6863,1.1,2026-05-22 16:54:22.164133+00
6864,2.14,2026-05-22 16:54:38.620968+00
6865,1.54,2026-05-22 16:54:55.325075+00
6866,19.32,2026-05-22 16:55:44.86792+00
6867,3.51,2026-05-22 16:56:18.344816+00
6868,11.1,2026-05-22 16:56:59.892895+00
6869,33.5,2026-05-22 16:57:57.78792+00
6870,6.26,2026-05-22 16:58:31.213364+00
6871,1.14,2026-05-22 16:58:47.872645+00
6872,1.14,2026-05-22 16:59:04.78194+00
6873,1.35,2026-05-22 16:59:21.573449+00
6874,1.04,2026-05-22 16:59:29.861544+00
6875,2.48,2026-05-22 16:59:54.698223+00
6876,6.88,2026-05-22 17:00:36.485941+00
6877,1.74,2026-05-22 17:00:53.229803+00
6878,1.04,2026-05-22 17:01:09.988482+00
6879,1.17,2026-05-22 17:01:18.226555+00
6880,1.38,2026-05-22 17:01:34.76304+00
6881,1.39,2026-05-22 17:01:59.778018+00
6882,1.15,2026-05-22 17:02:08.05963+00
6883,1.06,2026-05-22 17:02:24.76057+00
6884,19.1,2026-05-22 17:03:14.056631+00
6885,1.53,2026-05-22 17:03:30.83279+00
6886,1.59,2026-05-22 17:03:55.655154+00
6887,1.03,2026-05-22 17:04:03.917188+00
6888,8.05,2026-05-22 17:04:45.262411+00
6889,3.06,2026-05-22 17:05:10.251112+00
6890,1.87,2026-05-22 17:05:35.166916+00
6891,1.07,2026-05-22 17:05:43.320787+00
6892,1.32,2026-05-22 17:05:59.893982+00
6893,3.06,2026-05-22 17:06:34.294418+00
6894,7.11,2026-05-22 17:07:05.260665+00
6895,1.29,2026-05-22 17:07:22.354488+00
6896,25.58,2026-05-22 17:08:21.068486+00
6897,1.52,2026-05-22 17:08:37.830792+00
6898,1.33,2026-05-22 17:08:54.638655+00
6899,1.5,2026-05-22 17:09:11.268165+00
6900,1.01,2026-05-22 17:09:27.99233+00
6901,1.35,2026-05-22 17:09:44.840586+00
6902,14,2026-05-22 17:10:26.245964+00
6903,1.56,2026-05-22 17:10:42.85735+00
6904,1.82,2026-05-22 17:11:07.833104+00
6905,2.23,2026-05-22 17:11:32.754465+00
6906,1.49,2026-05-22 17:11:49.555316+00
6907,1.15,2026-05-22 17:11:57.917971+00
6908,1.37,2026-05-22 17:12:22.888036+00
6909,3.94,2026-05-22 17:12:47.710489+00
6910,1.95,2026-05-22 17:13:12.751801+00
6911,1.02,2026-05-22 17:13:21.026682+00
6912,1.19,2026-05-22 17:13:37.654999+00
6913,2.48,2026-05-22 17:14:02.625983+00
6914,10.82,2026-05-22 17:14:43.939668+00
6915,158.78,2026-05-22 17:16:07.098468+00
6916,2.21,2026-05-22 17:16:23.816893+00
6917,2.3,2026-05-22 17:16:48.784877+00
6918,1.85,2026-05-22 17:17:13.664254+00
6919,1.31,2026-05-22 17:17:30.365498+00
6920,1.42,2026-05-22 17:17:46.991529+00
6921,2.97,2026-05-22 17:18:12.01307+00
6922,1.07,2026-05-22 17:18:28.825291+00
6923,4.57,2026-05-22 17:18:53.391017+00
6924,2.36,2026-05-22 17:19:18.456357+00
6925,1.55,2026-05-22 17:19:43.593288+00
6926,1.19,2026-05-22 17:19:51.939967+00
6927,1.02,2026-05-22 17:20:08.716802+00
6928,2.05,2026-05-22 17:20:33.688162+00
6929,1.82,2026-05-22 17:20:50.356325+00
6930,3.52,2026-05-22 17:21:15.195359+00
6931,18.06,2026-05-22 17:22:04.998421+00
6932,1.07,2026-05-22 17:22:21.572023+00
6933,1.08,2026-05-22 17:22:38.082766+00
6934,1.07,2026-05-22 17:22:46.373584+00
6935,1.35,2026-05-22 17:23:03.012144+00
6936,2.06,2026-05-22 17:23:28.115902+00
6937,1.57,2026-05-22 17:23:44.676171+00
6938,2.34,2026-05-22 17:24:09.638923+00
6939,1.11,2026-05-22 17:24:26.160476+00
6940,1.57,2026-05-22 17:24:42.928054+00
6941,2.08,2026-05-22 17:25:08.061184+00
6942,1.45,2026-05-22 17:25:25.166292+00
6943,17,2026-05-22 17:26:14.69606+00
6944,2.19,2026-05-22 17:26:39.799685+00
6945,16.2,2026-05-22 17:27:20.787124+00
6946,501,2026-05-22 17:28:51.070924+00
6947,1.28,2026-05-22 17:29:07.633043+00
6948,1.03,2026-05-22 17:29:24.3458+00
6949,15.05,2026-05-22 17:30:14.314704+00
6950,1.41,2026-05-22 17:30:30.940406+00
6951,1.14,2026-05-22 17:30:47.68349+00
6952,6.86,2026-05-22 17:31:21.111038+00
6953,2.68,2026-05-22 17:31:46.041753+00
6954,1.71,2026-05-22 17:32:02.545419+00
6955,1.2,2026-05-22 17:32:19.106203+00
6956,1.36,2026-05-22 17:32:35.534057+00
6957,1.19,2026-05-22 17:32:52.084976+00
6958,1.86,2026-05-22 17:33:17.087829+00
6959,1.38,2026-05-22 17:33:33.813315+00
6960,1.08,2026-05-22 17:33:42.137387+00
6961,2.06,2026-05-22 17:34:07.0846+00
6962,2.61,2026-05-22 17:34:31.908619+00
6963,1.16,2026-05-22 17:34:48.584122+00
6964,1.12,2026-05-22 17:35:05.116645+00
6965,4.78,2026-05-22 17:35:38.132674+00
6966,1.03,2026-05-22 17:35:46.39566+00
6967,1.02,2026-05-22 17:36:03.116064+00
6968,1.06,2026-05-22 17:36:11.497256+00
6969,1.3,2026-05-22 17:36:28.071977+00
6970,2.18,2026-05-22 17:37:01.351954+00
6971,1.04,2026-05-22 17:37:09.699981+00
6972,1.03,2026-05-22 17:37:26.274047+00
6973,1.02,2026-05-22 17:37:34.636818+00
6974,1.08,2026-05-22 17:37:51.109814+00
6975,1.04,2026-05-22 17:38:07.833144+00
6976,1.78,2026-05-22 17:38:24.410262+00
6977,6.24,2026-05-22 17:38:57.464216+00
6978,1.63,2026-05-22 17:39:22.55442+00
6979,1.41,2026-05-22 17:39:39.241621+00
6980,1.08,2026-05-22 17:39:47.467827+00
6981,1.22,2026-05-22 17:40:04.030807+00
6982,6.46,2026-05-22 17:40:45.168987+00
6983,8.9,2026-05-22 17:41:26.772742+00
6984,1.05,2026-05-22 17:41:35.070944+00
6985,4.79,2026-05-22 17:42:08.124806+00
6986,3.84,2026-05-22 17:42:41.299613+00
6987,2.55,2026-05-22 17:43:06.268964+00
6988,1.01,2026-05-22 17:43:14.519965+00
6989,1.44,2026-05-22 17:43:31.133867+00
6990,1.93,2026-05-22 17:43:55.900855+00
6991,2.1,2026-05-22 17:44:20.797592+00
6992,6,2026-05-22 17:44:53.796008+00
6993,1.03,2026-05-22 17:45:10.409381+00
6994,22.34,2026-05-22 17:45:59.44544+00
6995,8.6,2026-05-22 17:46:40.802433+00
6996,1.23,2026-05-22 17:46:57.435066+00
6997,2.12,2026-05-22 17:47:22.365613+00
6998,1.65,2026-05-22 17:47:38.839351+00
6999,2.53,2026-05-22 17:48:03.63319+00
7000,2.96,2026-05-22 17:48:28.487586+00
7001,1.92,2026-05-22 17:48:53.564676+00
7002,1.22,2026-05-22 17:49:10.245+00
7003,3.15,2026-05-22 17:49:35.099949+00
7004,2.1,2026-05-22 17:49:59.729377+00
7005,3.17,2026-05-22 17:50:33.07904+00
7006,1.52,2026-05-22 17:50:49.916558+00
7007,1.56,2026-05-22 17:51:06.39032+00
7008,1.38,2026-05-22 17:51:23.057094+00
7009,1.59,2026-05-22 17:51:39.696112+00
7010,1.16,2026-05-22 17:51:56.507396+00
7011,3.73,2026-05-22 17:52:29.939509+00
7012,1.84,2026-05-22 17:52:46.582679+00
7013,5.64,2026-05-22 17:53:19.663143+00
7014,7.99,2026-05-22 17:54:01.121642+00
7015,1.06,2026-05-22 17:54:17.880027+00
7016,1.83,2026-05-22 17:54:34.496443+00
7017,1.08,2026-05-22 17:54:51.094926+00
7018,2.13,2026-05-22 17:55:15.950453+00
7019,16.76,2026-05-22 17:55:57.008798+00
7020,1.77,2026-05-22 17:56:22.044019+00
7021,1.94,2026-05-22 17:56:38.679226+00
7022,7.39,2026-05-22 17:57:20.256976+00
7023,1.17,2026-05-22 17:57:37.099698+00
7024,1.12,2026-05-22 17:57:53.698874+00
7025,1.36,2026-05-22 17:58:10.344112+00
7026,1.59,2026-05-22 17:58:26.975067+00
7027,1.21,2026-05-22 17:58:59.955125+00
7028,6.23,2026-05-22 17:59:41.451821+00
7029,9.19,2026-05-22 18:00:14.672723+00
7030,3.53,2026-05-22 18:00:39.828229+00
7031,8.92,2026-05-22 18:01:21.11193+00
7032,1.07,2026-05-22 18:01:37.794987+00
7033,1.32,2026-05-22 18:01:54.312007+00
7034,9.77,2026-05-22 18:02:35.934246+00
7035,1.01,2026-05-22 18:02:44.215039+00
7036,1.09,2026-05-22 18:03:00.942901+00
7037,2.05,2026-05-22 18:03:25.69418+00
7038,93.42,2026-05-22 18:04:31.29504+00
7039,9.76,2026-05-22 18:05:12.708484+00
7040,16.59,2026-05-22 18:05:54.482603+00
7041,1.07,2026-05-22 18:06:11.349067+00
7042,6.53,2026-05-22 18:06:44.44799+00
7043,3.69,2026-05-22 18:07:17.792661+00
7044,10.6,2026-05-22 18:07:59.792976+00
7045,1.94,2026-05-22 18:08:24.902631+00
7046,1.66,2026-05-22 18:08:41.769706+00
7047,2.12,2026-05-22 18:09:06.68701+00
7048,9.07,2026-05-22 18:09:48.001734+00
7049,8.97,2026-05-22 18:10:21.036721+00
7050,2.15,2026-05-22 18:10:46.023438+00
7051,2.62,2026-05-22 18:11:11.115819+00
7052,3.06,2026-05-22 18:11:35.91244+00
